xml_id	y_true	y_pred	corpus_id	modality	text_snippet
doc_393425	left	right	web1	web	Argentine : Le gouvernement réprime une manifestation de chômeurs Mercredi 26 juin, les forces de l'ordre sont intervenues pour disperser une manifestation de chômeurs qui menaçait de bloquer les accès à la capitale de l'Argentine, Buenos A
doc_209909	right	left	web1	web	"Wauquiez : ""Je suis écœuré par ceux qui collaient Fillon pour avoir un poste et qui le poignardent aujourd'hui"" Depuis le début de l’affaire Fillon, l’élu LR Laurent Wauquiez reste silencieux. Pas un mot pour défendre ou descendre le candid"
doc_163943	right	left	web1	web	Sondage IFOP : Jean-Luc Mélenchon perçu majoritairement comme « un handicap » pour 76% des électeurs de LFI, et 79% de la NUPES Le regard des Français sur Jean-Luc Mélenchon Les interventions de Jean-Luc Mélenchon dans plusieurs universités
doc_371612	left	right	web1	web	Mondial 2026 : Trump dans ses œuvres L’attribution d’une Coupe de monde FIFA est toujours un grand moment de transparence et de démocratie... En 2010, les Mondiaux 2018 et 2022 furent attribués respectivement à la Russie et au Qatar, à la s
doc_154789	right	left	web1	web	Citation du jour Spéculation au rythme des saisons Octobre est un mois particulièrement dangereux pour spéculer en bourse. Mais il y en a d’autres : juillet, janvier, septembre, avril, novembre, mai, mars, juin, décembre, août et février. S
doc_512374	left	right	web1	web	Qui sommes-nous ? Qui sommes-nous ? Babilou, Entreprise à mission, fait partie de Babilou Family, un des leaders mondiaux de l’éducation et de la petite enfance. Babilou est présent dans 10 pays avec un engagement fort : accompagner la géné
doc_371751	left	right	web1	web	Argentine : Les résultats de l’extrême gauche Alors que tous les votes n’étaient pas dépouillés, le front FIT-U, qui regroupe quatre organisations trotskystes, obtient un peu plus de 3 % à l’élection des députés, soit un résultat un peu mei
doc_278987	right	left	web1	web	Loi sur la chasse adoptée: Que de cadeaux offerts aux chasseurs ! La fédération France Nature Environnement (FNE, 3.000 associations) a dénoncé les cadeaux faits aux chasseurs en cette période pré-electorale, notamment en matière fiscale, a
doc_453446	left	right	web1	web	iPhone 8 et X : la batterie aurait une durée de vie de seulement 18 mois iPhone 8 et X : la batterie aurait une durée de vie de seulement 18 mois Les iPhone 8 et X disposeraient d'une batterie dont la durée serait située autour des 18 mois,
doc_109348	right	left	web1	web	FFMC 39 - Pétition contre le contrôle technique : objectif 100 000 signaturesLa FFMC 39 appelle les motards du Jura et d’ailleurs à se mobiliser massivement et à signer la pétition qui est en cours sur le site de l’Assemblée nationale contr
doc_418399	left	right	web1	web	Strasbourg Strasbourg : Banderole et collage dans la capitale de Noël Au réveil, Strasbourg s’est retrouvée encore plus décorée que ne le veut la tradition hivernale. De jolies affiches ont fait leur apparition aux alentours du marché de No
doc_413950	left	right	web1	web	Allemagne : l’extrême droite xénophobe bat le pavé Il existe de longue date en Allemagne une frange d’extrême droite violente, certains se réclamant du nazisme, mais ils étaient jusque-là isolés, marginaux. Cette fois, l’ambiance politique 
doc_278695	right	left	web1	web	Une province canadienne espère recruter parmi les chômeurs d’Irlande Le malheur des uns fait le bonheur des autres. Une province canadienne, la Saskatchewan, souffre d’une pénurie de travailleurs qualifiés. Elle caresse l’espoir de bénéfici
doc_370800	left	right	web1	web	Turquie : En procès pour avoir revendiqué son athéisme Le pianiste et compositeur turc Fazil Say, âgé de 42 ans, mène une brillante carrière internationale. C'est sa notoriété qui lui vaut aujourd'hui de faire la une de l'actualité en Turqu
doc_438762	right	left	web1	web	Le Grand Orient - Michel MAFFESOLI Pour être tenu informé de nos dernières sorties, abonnez-vous à notre newsletter ! Le Grand Orient Les Lumières sont éteintes Editeur : GUY TRÉDANIEL ÉDITEUR ISBN : 978-2-8132-3012-6 On peut être Franc-maç
doc_104543	right	left	web1	web	Appel à la résistance ! | Marion Sigaut Il faut faire l’union sacrée ! Depuis le passage de la loi Schiappa, les Français commencent à comprendre l’étendue de l’horreur : ils n’ont plus autorité sur leurs enfants. Les Droits sexuels sont pa
doc_438771	right	left	web1	web	Daniel Conversano, Super Danny Live ! - DanielConversano.com Dernier article du blog Rejoignez la communauté des Volontaires et retrouvez ici : Articles journaliers de réaction à l’actualité et divers sujets. Emissions en direct version dyn
doc_149192	right	left	web1	web	Terrorisme/Allemagne : «Ce ne sont pas les morts, c’est la réaction disproportionnée des autorités qui traumatise la population» La romancière allemande Juli Zeh met en garde contre les “réactions disproportionnées” face au terrorisme. Pens
doc_160245	right	left	web1	web	"Bardella reçoit une médaille d'une compagnie de CRS, ""mécontent"" Darmanin demande un rapport Mais la scène, immortalisée et diffusée sur X (anciennement Twitter) par le député RN de la circonscription Bryan Masson, a fait tiquer du côté de "
doc_392698	left	right	web1	web	Courrier des lecteurs : Aide à la personne : la CNAV de Paris n'aide pas ! J'ai 86 ans et je vis seule. J'ai chuté fin mai 2009 et mon bras a été complètement immobilisé pendant quatre semaines. J'ai demandé une prise en charge par la CNAV 
doc_200925	right	left	web1	web	L'Algérie refuse des visas à des septuagénaire et octogénaires pieds-noirs souhaitant entretenir leurs cimetières saccagés : « le peuple algérien est souverain et a le droit de décider qui entre chez lui » (…) C’est donc en toute confiance,
doc_178363	right	left	web1	web	Une énorme zone morte se forme dans le Golfe du Mexique Une zone recouvrant l’équivalent de la moitié de la surface de la Suisse et où ne subsiste aucune vie a été repérée dans le Golfe du Mexique. Elle est due aux engrais de l’agriculture 
doc_524859	left	right	web1	web	Gabon : la France appelle au calme après 50 ans de soutien au régime Bongo Gabon : la France appelle au calme après 50 ans de soutien au régime Bongo Après un interminable faux suspense, le verdict est tombé : Ali Bongo remporte la victoire
doc_267530	right	left	web1	web	Robert Guediguian aimerait dissoudre le Parti dit «socialiste» Tribune dans Le Monde du cinéaste Robert Guediguian (cinéaste) sur le Parti dit «socialiste». Il est proche du Front de gauche. Après avoir regardé toutes les chaînes de télévis
doc_518389	left	right	web1	web	Cinéma : Ryan Coogler, « Fruitvale Station » Cinéma : Ryan Coogler, « Fruitvale Station » Basé sur une histoire vraie, ce film relate ce que les quotidiens nationaux qualifient de « bavure » et classent dans la rubrique des « faits-divers »
doc_365563	left	right	web1	web	Benoît XVI : le pape émérite des baffes Benoît XVI, affublé du titre « d’émérite » parce qu’il a été le premier pape dans l’histoire à renoncer à sa charge, a trouvé un responsable pour les nombreux cas de pédophilie dans l’église. Pour lui
doc_365972	left	right	web1	web	Migrants : ils veulent les rendre invisibles À Calais, malgré le démantèlement du bidonville il y a un an, des migrants campent aux alentours, cherchant un moyen de franchir les derniers 50 kilomètres qui les séparent de leur destination, l
doc_197384	right	left	web1	web	Vue de Turquie, l’intervention militaire turque en Syrie est légitime et nécessaire Pour le journal Posta, proche du pouvoir, l’opération militaire Source de paix, contre les forces kurdes des YPG, en Syrie, est tout à fait fondée. Sans cel
doc_519842	left	right	web1	web	Voir : Dominique Marchais, La Rivière Voir : Dominique Marchais, La Rivière Dans le prolongement de ses précédentes œuvres, Le Temps des grâces (2010), La Ligne de partage des eaux (2014), dont il a commencé à filmer les rivières, Nul homme
doc_527650	left	right	web1	web	"""Fake news"" et désinformation autour du coronavirus SARS-CoV2 - Salle de presse de l'Inserm Contact Chercheur Yazdan Yazdanpanah Directeur de l’Institut immunologie, inflammation, infectiologie et microbiologie de l’Inserm Eric D’Ortenzio C"
doc_331456	left	right	web1	web	La République de Corée décide de suspendre l'accord militaire avec la RPDC SEOUL, 3 juin (Xinhua) -- La République de Corée a décidé lundi de suspendre l'accord militaire du 19 septembre avec la République populaire démocratique de Corée (R
doc_293834	right	left	web1	web	Ameer 412 Tension sino-américaine à propos de Taïwan (Traduit) Question : Qu'est-ce qui se cache derrière la tension sino-américaine à propos de Taïwan ? Quelles sont les raisons de cette tension ? Et pourquoi la provocation américaine enve
doc_344685	left	right	web1	web	Il faut un plan d’urgence pour l’hébergement des femmes victimes de violences En Gironde il existe seulement 39 places d’hébergement d’urgence pour la mise à l’abri des femmes reconnues en grand danger alors que les associations reçoivent p
doc_150372	right	left	web1	web	Le patron de Total menace de réduire ses investissements en France Face à la grève qui touche ce mardi 24 mai au soir l’ensemble de ses raffineries françaises, Patrick Pouyanné, PDG de Total, lance un avertissement à ses salariés. Devant l’
asr1-ZTbMaftiE_8	right	left	asr1	asr	Le Syrie et l'Irak sont allés vous donner du pesquis pour pouvoir portraits, au-delà de l' === Musique ===jour, chers amis, c'est Sergey Mezarchov asfi et le leっちゃ simulator 😄 9 Il nous matèrent sur le site집 sur les espaces de Pamare et déc
doc_452609	left	right	web1	web	Enquête PISA : le choc des inégalités n’est pas une fatalité L’enquête PISA , si elle n’est pas un indicateur parfait, est néanmoins l’occasion, comme tous les trois ans, de mesurer les connaissances et les compétences des élèves de 15 ans 
doc_351772	left	right	web1	web	"Emmanuel Macron aux Français de l'étranger : ""trois ambitions me guident"" “Je tenais à vous écrire“. C’est par ces mots que le chef de l’Etat débute son adresse aux “Français établis hors de France“. Il leur rappelle tout d’abord les 370.00"
doc_281172	right	left	web1	web	La guerre d'Algérie n'est pas finie… 18 Mars 1962. La chose peut paraître extraordinaire mais c’est un fait… la guerre d’Algérie n’est pas terminée, dans les esprits… Et le prêchi-prêcha des historiographes « officiels » qui besognent à reb
doc_255885	right	left	web1	web	Le tribunal ordonne à l'Education nationale de publier l'indice de position sociale des établissements. Rosa Parks en tête du classement des noms de collèges les plus défavorisés, la moitié des autres noms ont un lien avec le communisme L’i
doc_014825	left	right	web1	web	Amber Ward Amber Ward est tutrice en histoire moderne à l’université de St Andrews. Ses recherches examinent la manière dont la désindustrialisation a croisé des changements culturels plus larges dans les idées populaires, les valeurs et la
doc_187550	right	left	web1	web	« À l’origine, le régime spécial des cheminots a été une volonté patronale » Le régime spécial de retraite des cheminots n’est pas seulement le fruit de la lutte syndicale. Ces avantages ont été pensés par les patrons de chemins de fer du X
